network,n_nodes,out_degree,weight_regime,reciprocity,mc_struct_mean,mc_struct_std,mc_null_random_mean,mc_null_random_std,mc_p_value,mc_cohens_d,mc_p_fmt,kr_struct_mean,kr_struct_std,kr_null_random_mean,kr_null_random_std,kr_p_value,kr_cohens_d,kr_p_fmt
SW,1024,6,random_broad,0.6000,10.5893,1.6688,10.4251,1.7544,0.2204,0.0951,0.220,11.1000,3.3151,10.0667,3.4385,0.2409,0.3060,0.241
SW,1024,6,random_broad,0.7000,10.2050,1.6686,10.1452,1.6427,0.6405,0.0362,0.640,9.4667,3.5500,9.5833,2.4568,0.8829,-0.0382,0.883
SW,1024,6,random_broad,0.8000,9.6888,1.3975,9.9077,1.3686,0.0410,-0.1588,<0.05,8.8000,2.4126,9.2667,2.0792,0.4256,-0.2072,0.426
SW,1024,6,random_broad,0.9000,9.0819,1.4109,9.6255,1.4979,0.0000,-0.3700,<0.0001,8.0000,2.4495,9.6333,2.1812,0.0085,-0.7043,<0.01
SW,1024,6,random_broad,1.0000,9.3667,1.1959,9.3435,1.2816,0.8120,0.0185,0.812,8.9667,2.5391,8.7167,1.8601,0.6653,0.1123,0.665
SW,1024,6,adjusted_narrow,0.0000,14.1458,0.1273,13.9432,0.1372,0.0000,1.5124,<0.0001,7.0000,0.0000,7.0000,0.0000,,,NaN
SW,1024,6,adjusted_narrow,0.1000,13.7542,0.1420,13.6000,0.1405,0.0000,1.0930,<0.0001,7.0000,0.0000,7.0000,0.0000,,,NaN
SW,1024,6,adjusted_narrow,0.2000,13.0571,0.1311,12.9567,0.1124,0.0000,0.8436,<0.0001,7.0000,0.0000,7.0000,0.0000,,,NaN
SW,1024,6,adjusted_narrow,0.3000,12.3599,0.1258,12.2336,0.1267,0.0000,0.9991,<0.0001,7.0000,0.0000,7.0000,0.0000,,,NaN
SW,1024,6,adjusted_narrow,0.4000,11.7040,0.0957,11.5976,0.1034,0.0000,1.0543,<0.0001,7.0000,0.0000,7.0000,0.0000,,,NaN
SW,1024,6,adjusted_narrow,0.5000,11.1562,0.1127,11.0277,0.1083,0.0000,1.1707,<0.0001,7.0000,0.0000,7.0000,0.0000,,,NaN
SW,1024,6,adjusted_narrow,0.6000,10.6359,0.0899,10.5383,0.1051,0.0000,0.9729,<0.0001,7.0333,0.1826,7.0000,0.0000,0.3256,0.2582,0.326
SW,1024,6,adjusted_narrow,0.7000,10.1874,0.0985,10.0832,0.1001,0.0000,1.0464,<0.0001,7.0000,0.0000,7.0167,0.0913,0.3256,-0.1826,0.326
SW,1024,6,adjusted_narrow,0.8000,9.7808,0.0983,9.7034,0.0915,0.0000,0.8257,<0.0001,7.0000,0.0000,6.9667,0.1269,0.1608,0.2628,0.161
SW,1024,6,adjusted_narrow,0.9000,9.4548,0.0889,9.3873,0.0873,0.0000,0.7683,<0.0001,7.0000,0.0000,6.9167,0.1895,0.0226,0.4397,<0.05
SW,1024,6,adjusted_narrow,1.0000,9.2411,0.0905,9.2123,0.0955,0.0001,0.3068,<0.0001,7.6333,0.5561,7.1500,0.2980,0.0001,1.0835,<0.001
SW,1024,6,adjusted_broad,0.0000,22.7845,1.6274,22.8820,1.7242,0.4581,-0.0576,0.458,39.0667,7.5655,36.2000,4.7987,0.0859,0.4525,0.086
SW,1024,6,adjusted_broad,0.1000,10.5170,1.9573,10.9281,1.9202,0.0063,-0.2127,<0.01,8.6667,2.7834,9.2333,2.9790,0.4496,-0.1966,0.450
SW,1024,6,adjusted_broad,0.2000,9.7524,1.7115,9.7078,1.3378,0.6964,0.0303,0.696,8.3667,3.0792,7.7333,1.5410,0.3194,0.2601,0.319
SW,1024,6,adjusted_broad,0.3000,8.8423,1.1686,9.1471,1.1830,0.0009,-0.2587,<0.001,7.1667,1.8952,6.9000,1.0939,0.5078,0.1723,0.508
SW,1024,6,adjusted_broad,0.4000,8.8334,1.0248,8.7170,0.9223,0.1175,0.1215,0.118,6.9333,1.4368,6.7333,1.0148,0.5362,0.1608,0.536
SW,1024,6,adjusted_broad,0.5000,8.6458,0.6682,8.5336,0.8780,0.0760,0.1378,0.076,6.6333,1.0662,6.5000,1.0255,0.6234,0.1275,0.623
SW,1024,6,adjusted_broad,0.6000,8.4974,0.7258,8.3924,0.7182,0.0607,0.1457,0.061,6.7333,1.4126,6.3500,0.8625,0.2107,0.3275,0.211
SW,1024,6,adjusted_broad,0.7000,8.2414,0.6490,8.2597,0.7877,0.7503,-0.0247,0.750,6.4667,1.3830,6.3500,0.8320,0.6939,0.1022,0.694
SW,1024,6,adjusted_broad,0.8000,8.0853,0.7438,8.1430,0.5673,0.2392,-0.0914,0.239,6.3667,1.4016,6.2833,0.7621,0.7761,0.0739,0.776
SW,1024,6,adjusted_broad,0.9000,7.6660,0.8418,7.9068,0.7687,0.0001,-0.3033,<0.001,5.8000,1.0306,6.3000,0.7724,0.0381,-0.5490,<0.05
SW,1024,6,adjusted_broad,1.0000,7.0061,1.1320,6.8614,1.0783,0.0894,0.1319,0.089,5.2333,1.0726,5.4667,0.8193,0.3479,-0.2445,0.348
SW,1024,10,binary,0.0000,10.7086,0.0449,10.6400,0.0491,0.0000,1.4152,<0.0001,5.1333,0.3457,5.0000,0.0000,0.0434,0.5454,<0.05
SW,1024,10,binary,0.1000,10.6525,0.0498,10.5848,0.0530,0.0000,1.2895,<0.0001,5.0667,0.2537,5.0111,0.0609,0.2520,0.3011,0.252
SW,1024,10,binary,0.2000,10.5372,0.0516,10.4812,0.0589,0.0000,0.9712,<0.0001,5.3000,0.4661,5.0111,0.0609,0.0021,0.8692,<0.01
SW,1024,10,binary,0.3000,10.3738,0.0571,10.3179,0.0616,0.0000,0.9162,<0.0001,5.2000,0.4068,5.0000,0.0000,0.0117,0.6952,<0.05
SW,1024,10,binary,0.4000,10.1588,0.0623,10.0979,0.0679,0.0000,0.9096,<0.0001,5.1000,0.3051,5.0000,0.0000,0.0831,0.4635,0.083
SW,1024,10,binary,0.5000,9.9332,0.0757,9.8648,0.0789,0.0000,0.8725,<0.0001,5.0333,0.1826,5.0000,0.0000,0.3256,0.2582,0.326
SW,1024,10,binary,0.6000,9.6898,0.0798,9.5945,0.0869,0.0000,1.1117,<0.0001,5.1333,0.3457,5.0000,0.0000,0.0434,0.5454,<0.05
SW,1024,10,binary,0.7000,9.4220,0.0909,9.3164,0.0887,0.0000,1.1857,<0.0001,5.2667,0.4498,5.0000,0.0000,0.0029,0.8385,<0.01
SW,1024,10,binary,0.8000,9.1996,0.0791,9.0616,0.0773,0.0000,1.7769,<0.0001,5.5333,0.5074,5.0000,0.0000,0.0000,1.4864,<0.0001
SW,1024,10,binary,0.9000,8.9755,0.0717,8.8333,0.0746,0.0000,1.9188,<0.0001,5.8667,0.3457,5.0000,0.0000,0.0000,3.5449,<0.0001
SW,1024,10,binary,1.0000,8.7501,0.0699,8.6172,0.0767,0.0000,1.7585,<0.0001,5.8667,0.3457,5.0000,0.0000,0.0000,3.5449,<0.0001
SW,1024,10,random_narrow,0.0000,10.6319,0.0711,10.5505,0.0844,0.0000,1.0144,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
SW,1024,10,random_narrow,0.1000,10.5337,0.0764,10.4651,0.0912,0.0000,0.7926,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
SW,1024,10,random_narrow,0.2000,10.3087,0.1086,10.2418,0.1078,0.0000,0.6193,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
SW,1024,10,random_narrow,0.3000,9.9796,0.1281,9.9065,0.1346,0.0000,0.5523,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
SW,1024,10,random_narrow,0.4000,9.6133,0.0975,9.5561,0.0903,0.0000,0.6164,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
SW,1024,10,random_narrow,0.5000,9.3687,0.0800,9.2900,0.0839,0.0000,0.9522,<0.0001,6.0000,0.0000,5.9667,0.1269,0.1608,0.2628,0.161
SW,1024,10,random_narrow,0.6000,9.1213,0.1109,8.9835,0.1182,0.0000,1.1895,<0.0001,6.0000,0.0000,5.9333,0.1729,0.0434,0.3856,<0.05
SW,1024,10,random_narrow,0.7000,8.8014,0.1207,8.6909,0.0817,0.0000,1.1458,<0.0001,6.0000,0.0000,5.8833,0.2151,0.0059,0.5424,<0.01
SW,1024,10,random_narrow,0.8000,8.5496,0.0692,8.5018,0.0599,0.0000,0.7571,<0.0001,6.0000,0.0000,5.9167,0.1895,0.0226,0.4397,<0.05
SW,1024,10,random_narrow,0.9000,8.3583,0.0683,8.3151,0.0757,0.0000,0.5894,<0.0001,6.0000,0.0000,5.9667,0.1269,0.1608,0.2628,0.161
SW,1024,10,random_narrow,1.0000,8.1613,0.0953,8.0877,0.1020,0.0000,0.7376,<0.0001,6.0000,0.0000,5.8333,0.2733,0.0023,0.6097,<0.01
SW,1024,10,random_broad,0.0000,18.9697,1.2028,19.1783,1.2639,0.0310,-0.1676,<0.05,24.4667,3.4314,23.8167,3.3153,0.4586,0.1927,0.459
SW,1024,10,random_broad,0.1000,17.4900,2.4985,17.3241,3.0400,0.4565,0.0578,0.456,20.6667,6.0363,21.2833,4.2643,0.6496,-0.1180,0.650
SW,1024,10,random_broad,0.2000,15.4810,3.2835,15.6136,3.0136,0.5824,-0.0427,0.582,17.1000,7.5079,16.6167,4.0272,0.7575,0.0802,0.757
SW,1024,10,random_broad,0.3000,13.9019,3.3434,14.5218,3.1935,0.0140,-0.1911,<0.05,14.6000,6.1454,15.4333,5.2584,0.5748,-0.1457,0.575
SW,1024,10,random_broad,0.4000,13.7211,2.4849,13.3769,2.5812,0.0822,0.1350,0.082,13.6667,5.5543,13.1833,3.3438,0.6849,0.1054,0.685
SW,1024,10,random_broad,0.5000,12.8848,2.4592,12.3793,2.6024,0.0110,0.1978,<0.05,12.9333,5.2387,11.4333,3.3081,0.1910,0.3424,0.191
SW,1024,10,random_broad,0.6000,12.0401,2.2700,12.1615,2.1499,0.4751,-0.0554,0.475,12.1000,4.6709,11.7500,3.0222,0.7319,0.0890,0.732
SW,1024,10,random_broad,0.7000,11.7946,2.3097,11.6004,2.1741,0.2596,0.0875,0.260,11.0333,4.1563,10.7333,2.7877,0.7440,0.0848,0.744
SW,1024,10,random_broad,0.8000,11.1186,1.8429,11.3879,1.8867,0.0641,-0.1438,0.064,10.9667,3.9347,11.0500,2.8447,0.9255,-0.0243,0.925
SW,1024,10,random_broad,0.9000,11.0894,1.6147,11.0612,1.8074,0.8351,0.0162,0.835,10.4000,3.5194,10.3333,2.5540,0.9334,0.0217,0.933
SW,1024,10,random_broad,1.0000,11.2130,1.6136,10.5802,1.6387,0.0000,0.3881,<0.0001,10.9667,3.4490,10.0333,2.4387,0.2316,0.3125,0.232
SW,1024,10,adjusted_narrow,0.0000,11.1253,0.1062,10.9837,0.1066,0.0000,1.3306,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
SW,1024,10,adjusted_narrow,0.1000,11.0106,0.1123,10.8843,0.1058,0.0000,1.1689,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
SW,1024,10,adjusted_narrow,0.2000,10.8104,0.1040,10.6946,0.0905,0.0000,1.2163,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
SW,1024,10,adjusted_narrow,0.3000,10.5459,0.0993,10.4512,0.0673,0.0000,1.1931,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
SW,1024,10,adjusted_narrow,0.4000,10.2558,0.0835,10.1908,0.0555,0.0000,0.9819,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
SW,1024,10,adjusted_narrow,0.5000,9.9823,0.0737,9.9077,0.0703,0.0000,1.0430,<0.0001,6.0000,0.0000,5.9667,0.1269,0.1608,0.2628,0.161
SW,1024,10,adjusted_narrow,0.6000,9.7177,0.0767,9.6207,0.0811,0.0000,1.2189,<0.0001,6.0000,0.0000,5.8500,0.2330,0.0014,0.6437,<0.01
SW,1024,10,adjusted_narrow,0.7000,9.4560,0.0870,9.3408,0.0832,0.0000,1.3629,<0.0001,6.0000,0.0000,5.7833,0.2842,0.0002,0.7625,<0.001
SW,1024,10,adjusted_narrow,0.8000,9.2141,0.0870,9.0846,0.0779,0.0000,1.5978,<0.0001,6.0000,0.0000,5.8500,0.2675,0.0046,0.5608,<0.01
SW,1024,10,adjusted_narrow,0.9000,9.0060,0.0818,8.8857,0.0715,0.0000,1.6032,<0.0001,6.0000,0.0000,5.7667,0.3144,0.0003,0.7421,<0.001
SW,1024,10,adjusted_narrow,1.0000,8.9740,0.0775,8.9090,0.0800,0.0000,0.8221,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
SW,1024,10,adjusted_broad,0.0000,21.1289,1.1863,21.2512,1.3737,0.2308,-0.0930,0.231,24.4667,3.4314,23.8167,3.3153,0.4586,0.1927,0.459
SW,1024,10,adjusted_broad,0.1000,12.1762,2.2458,11.9658,2.6939,0.2884,0.0824,0.288,9.6667,2.9634,9.4167,2.2131,0.7127,0.0956,0.713
SW,1024,10,adjusted_broad,0.2000,9.9557,1.5039,10.3258,1.9840,0.0096,-0.2013,<0.01,7.2000,1.6484,8.1500,1.8623,0.0409,-0.5402,<0.05
SW,1024,10,adjusted_broad,0.3000,9.4109,1.5009,9.6420,1.3482,0.0338,-0.1649,<0.05,7.4667,2.0126,7.7333,1.6595,0.5778,-0.1446,0.578
SW,1024,10,adjusted_broad,0.4000,9.2555,0.9753,9.0906,1.0164,0.0344,0.1644,<0.05,7.1000,1.6263,7.1500,0.9391,0.8847,-0.0377,0.885
SW,1024,10,adjusted_broad,0.5000,8.8838,0.9163,8.6913,0.9768,0.0097,0.2011,<0.01,6.9333,1.7991,6.6000,0.9861,0.3783,0.2298,0.378
SW,1024,10,adjusted_broad,0.6000,8.6101,0.8071,8.6240,0.7516,0.8159,-0.0181,0.816,6.8333,1.4162,6.9000,1.0372,0.8360,-0.0537,0.836
SW,1024,10,adjusted_broad,0.7000,8.4744,0.9617,8.3601,0.7563,0.0763,0.1377,0.076,6.6333,1.4967,6.5500,1.0285,0.8026,0.0649,0.803
SW,1024,10,adjusted_broad,0.8000,8.2406,0.6362,8.3435,0.6047,0.0314,-0.1673,<0.05,6.4667,1.0080,6.6500,1.0919,0.5019,-0.1745,0.502
SW,1024,10,adjusted_broad,0.9000,8.1636,0.5853,8.0704,0.7323,0.0808,0.1356,0.081,6.1000,1.0619,6.3000,0.7022,0.3936,-0.2222,0.394
SW,1024,10,adjusted_broad,1.0000,6.9769,0.9225,6.8199,1.1595,0.0628,0.1445,0.063,5.4000,1.0700,5.1833,0.8758,0.3944,0.2216,0.394
HM,64,6,binary,0.0000,11.2602,0.3132,11.0272,0.2719,0.0000,0.8347,<0.0001,6.2200,0.4142,5.9720,0.0895,0.0001,0.8275,<0.0001
HM,64,6,binary,0.1000,11.0904,0.3021,10.9778,0.2618,0.0000,0.4186,<0.0001,6.3200,0.4665,5.9400,0.1149,0.0000,1.1186,<0.0001
HM,64,6,binary,0.2000,10.9644,0.2693,10.8512,0.2682,0.0000,0.4218,<0.0001,6.1800,0.3842,5.9640,0.0866,0.0002,0.7756,<0.001
HM,64,6,binary,0.3000,10.8172,0.2986,10.7287,0.2797,0.0000,0.3127,<0.0001,6.0600,0.4200,5.9120,0.1143,0.0192,0.4809,<0.05
HM,64,6,binary,0.4000,10.6916,0.3008,10.6210,0.2741,0.0003,0.2534,<0.001,6.1200,0.5154,5.9040,0.1455,0.0058,0.5704,<0.01
HM,64,6,binary,0.5000,10.5286,0.3591,10.4725,0.2918,0.0079,0.1843,<0.01,5.9600,0.3441,5.8480,0.1526,0.0399,0.4208,<0.05
HM,64,6,binary,0.6000,10.4757,0.2947,10.3682,0.2799,0.0000,0.3806,<0.0001,6.0400,0.3441,5.8240,0.1632,0.0001,0.8021,<0.001
HM,64,6,binary,0.7000,10.3165,0.3278,10.2634,0.2800,0.0080,0.1841,<0.01,5.9600,0.4454,5.7680,0.1891,0.0066,0.5611,<0.01
HM,64,6,binary,0.8000,10.2222,0.3135,10.1354,0.2779,0.0000,0.3054,<0.0001,5.9200,0.3919,5.7000,0.2341,0.0011,0.6815,<0.01
HM,64,6,binary,0.9000,10.1176,0.2922,10.0220,0.2814,0.0000,0.3372,<0.0001,5.9000,0.3606,5.6040,0.2135,0.0000,0.9990,<0.0001
HM,64,6,binary,1.0000,9.9650,0.3135,9.8821,0.2822,0.0000,0.2882,<0.0001,5.7800,0.4142,5.5000,0.2375,0.0001,0.8293,<0.0001
HM,64,6,random_narrow,0.0000,11.8694,0.3493,11.6707,0.3228,0.0000,0.6070,<0.0001,6.5200,0.5381,6.2000,0.1918,0.0002,0.7921,<0.001
HM,64,6,random_narrow,0.1000,11.7255,0.3507,11.5938,0.3115,0.0000,0.4138,<0.0001,6.5200,0.4996,6.1440,0.1499,0.0000,1.0195,<0.0001
HM,64,6,random_narrow,0.2000,11.5670,0.3810,11.4872,0.3168,0.0005,0.2428,<0.001,6.5800,0.5325,6.1360,0.1718,0.0000,1.1222,<0.0001
HM,64,6,random_narrow,0.3000,11.4694,0.3984,11.3500,0.3330,0.0000,0.3465,<0.0001,6.6000,0.4899,6.0520,0.1253,0.0000,1.5326,<0.0001
HM,64,6,random_narrow,0.4000,11.2844,0.3596,11.2284,0.3238,0.0144,0.1698,<0.05,6.4200,0.5689,6.0240,0.1176,0.0000,0.9641,<0.0001
HM,64,6,random_narrow,0.5000,11.1432,0.4234,11.0856,0.3332,0.0177,0.1647,<0.05,6.4200,0.5325,6.0200,0.1077,0.0000,1.0412,<0.0001
HM,64,6,random_narrow,0.6000,11.0751,0.4045,10.9626,0.3522,0.0000,0.3111,<0.0001,6.2200,0.5400,5.9880,0.1227,0.0042,0.5925,<0.01
HM,64,6,random_narrow,0.7000,10.9230,0.3866,10.8662,0.3523,0.0224,0.1585,<0.05,6.2400,0.5122,5.9800,0.1077,0.0008,0.7024,<0.001
HM,64,6,random_narrow,0.8000,10.8568,0.3915,10.7633,0.3383,0.0001,0.2691,<0.001,6.2600,0.4386,5.9400,0.1342,0.0000,0.9866,<0.0001
HM,64,6,random_narrow,0.9000,10.7171,0.4210,10.6328,0.3339,0.0005,0.2410,<0.001,6.0200,0.4238,5.9400,0.1000,0.2014,0.2598,0.201
HM,64,6,random_narrow,1.0000,10.5308,0.3831,10.4881,0.3369,0.0744,0.1238,0.074,5.9400,0.3693,5.8840,0.1391,0.3230,0.2007,0.323
HM,64,6,random_broad,0.0000,15.0975,1.1674,15.0703,1.3506,0.7662,0.0206,0.766,11.5000,1.2845,11.3680,0.5431,0.5092,0.1339,0.509
HM,64,6,random_broad,0.1000,14.6320,1.7918,14.7023,1.6529,0.5459,-0.0419,0.546,10.9800,2.0346,10.7080,0.8032,0.3862,0.1759,0.386
HM,64,6,random_broad,0.2000,14.1515,1.4234,14.4592,1.6554,0.0062,-0.1900,<0.01,10.3600,1.7749,10.8040,0.7283,0.1084,-0.3273,0.108
HM,64,6,random_broad,0.3000,14.0081,1.5966,13.8853,1.8033,0.3171,0.0694,0.317,10.5000,2.0322,10.0600,0.8738,0.1670,0.2813,0.167
HM,64,6,random_broad,0.4000,13.2917,1.7747,13.8161,1.6498,0.0000,-0.3138,<0.0001,9.6600,1.8933,9.9560,0.6290,0.3016,-0.2098,0.302
HM,64,6,random_broad,0.5000,13.2151,1.4495,13.2694,1.8848,0.6668,-0.0299,0.667,9.7800,1.5138,9.5360,0.7138,0.3100,0.2062,0.310
HM,64,6,random_broad,0.6000,12.9262,1.5822,13.3204,1.8356,0.0016,-0.2195,<0.01,9.0800,1.5980,9.5840,0.7298,0.0474,-0.4057,<0.05
HM,64,6,random_broad,0.7000,12.5359,1.6622,12.9920,1.8800,0.0004,-0.2471,<0.001,8.7000,1.6031,9.1880,0.7047,0.0540,-0.3941,0.054
HM,64,6,random_broad,0.8000,12.1632,1.8640,12.9272,1.7944,0.0000,-0.4230,<0.0001,8.3000,1.6279,9.2280,0.7930,0.0005,-0.7248,<0.001
HM,64,6,random_broad,0.9000,12.4632,1.7059,12.4808,1.8649,0.8898,-0.0096,0.890,8.7200,1.5105,8.8600,0.7613,0.5637,-0.1170,0.564
HM,64,6,random_broad,1.0000,12.5406,1.4411,12.3799,1.6699,0.1562,0.0983,0.156,8.7400,1.5596,8.6440,0.7248,0.6968,0.0789,0.697
HM,64,6,adjusted_narrow,0.0000,11.8820,0.3144,11.6718,0.3041,0.0000,0.6872,<0.0001,6.5200,0.5381,6.2000,0.1918,0.0002,0.7921,<0.001
HM,64,6,adjusted_narrow,0.1000,11.7311,0.3201,11.5761,0.3161,0.0000,0.4891,<0.0001,6.5000,0.5385,6.1280,0.1588,0.0000,0.9370,<0.0001
HM,64,6,adjusted_narrow,0.2000,11.5803,0.4021,11.4233,0.3199,0.0000,0.4686,<0.0001,6.5600,0.5352,6.1120,0.1608,0.0000,1.1338,<0.0001
HM,64,6,adjusted_narrow,0.3000,11.3806,0.3884,11.2688,0.3325,0.0000,0.3265,<0.0001,6.5000,0.5000,6.0160,0.1189,0.0000,1.3318,<0.0001
HM,64,6,adjusted_narrow,0.4000,11.1590,0.3892,11.1098,0.3294,0.0370,0.1447,<0.05,6.3600,0.5571,6.0120,0.1291,0.0000,0.8606,<0.0001
HM,64,6,adjusted_narrow,0.5000,10.9473,0.4531,10.9602,0.3449,0.6090,-0.0355,0.609,6.3800,0.5250,6.0120,0.0930,0.0000,0.9761,<0.0001
HM,64,6,adjusted_narrow,0.6000,10.9162,0.4008,10.8233,0.3419,0.0001,0.2638,<0.001,6.1800,0.3842,5.9560,0.1402,0.0002,0.7746,<0.001
HM,64,6,adjusted_narrow,0.7000,10.7887,0.4255,10.7401,0.3410,0.0495,0.1363,<0.05,6.1400,0.4477,5.9480,0.1187,0.0046,0.5863,<0.01
HM,64,6,adjusted_narrow,0.8000,10.7264,0.3737,10.6056,0.3445,0.0000,0.3458,<0.0001,6.0400,0.3980,5.9080,0.1278,0.0294,0.4466,<0.05
HM,64,6,adjusted_narrow,0.9000,10.5231,0.3927,10.4893,0.3350,0.1579,0.0979,0.158,6.0200,0.4238,5.9200,0.1265,0.1167,0.3198,0.117
HM,64,6,adjusted_narrow,1.0000,10.5464,0.4064,10.6172,0.3819,0.0082,-0.1834,<0.01,6.0000,0.4000,5.9400,0.1342,0.3219,0.2011,0.322
HM,64,6,adjusted_broad,0.0000,15.0844,1.1766,15.0493,1.3731,0.7058,0.0262,0.706,11.5000,1.2845,11.3640,0.5495,0.4972,0.1377,0.497
HM,64,6,adjusted_broad,0.1000,13.2929,2.1823,13.4405,2.1309,0.3197,-0.0690,0.320,9.4000,2.0000,9.4040,0.8731,0.9898,-0.0026,0.990
HM,64,6,adjusted_broad,0.2000,12.1403,1.9240,12.1126,1.9406,0.8364,0.0143,0.836,8.4400,1.8238,8.4320,0.7193,0.9773,0.0058,0.977
HM,64,6,adjusted_broad,0.3000,11.6667,1.8645,11.2897,1.8951,0.0041,0.1995,<0.01,8.0200,1.7492,7.6480,0.6074,0.1628,0.2841,0.163
HM,64,6,adjusted_broad,0.4000,10.6954,1.8044,10.9724,1.7318,0.0221,-0.1588,<0.05,7.1800,1.3519,7.3680,0.5870,0.3741,-0.1804,0.374
HM,64,6,adjusted_broad,0.5000,10.7179,1.4873,10.3801,1.7678,0.0048,0.1959,<0.01,7.3800,1.3548,7.0160,0.6011,0.0888,0.3473,0.089
HM,64,6,adjusted_broad,0.6000,10.4854,1.5992,10.3954,1.5661,0.4088,0.0573,0.409,6.9600,1.2643,6.9200,0.4915,0.8369,0.0417,0.837
HM,64,6,adjusted_broad,0.7000,9.6386,1.4696,10.0335,1.6381,0.0004,-0.2451,<0.001,6.4600,1.0042,6.6800,0.5261,0.1774,-0.2744,0.177
HM,64,6,adjusted_broad,0.8000,9.3905,1.5698,9.9986,1.6106,0.0000,-0.3791,<0.0001,6.1200,0.9928,6.6400,0.4733,0.0013,-0.6686,<0.01
HM,64,6,adjusted_broad,0.9000,9.0161,1.6132,9.1288,1.6808,0.3301,-0.0675,0.330,5.9200,1.0741,6.0000,0.5628,0.6452,-0.0933,0.645
HM,64,6,adjusted_broad,1.0000,8.6428,1.4737,8.5960,1.7184,0.6882,0.0278,0.688,5.7400,1.0161,5.7160,0.5630,0.8853,0.0292,0.885
HM,64,10,binary,0.0000,9.3179,0.2370,9.0304,0.2026,0.0000,1.3775,<0.0001,5.0600,0.3693,4.9760,0.0650,0.1201,0.3168,0.120
HM,64,10,binary,0.1000,9.3762,0.2214,9.0154,0.2016,0.0000,1.7599,<0.0001,5.0600,0.2375,4.9640,0.0768,0.0083,0.5439,<0.01
HM,64,10,binary,0.2000,9.3724,0.2124,8.9693,0.2033,0.0000,1.9680,<0.0001,5.0800,0.2713,4.9800,0.0721,0.0143,0.5038,<0.05
HM,64,10,binary,0.3000,9.3853,0.2403,8.9088,0.1985,0.0000,2.3126,<0.0001,5.3200,0.5075,4.9760,0.0650,0.0000,0.9508,<0.0001
HM,64,10,binary,0.4000,9.3370,0.2540,8.8688,0.2053,0.0000,2.1857,<0.0001,5.3600,0.4800,4.9680,0.0835,0.0000,1.1378,<0.0001
HM,64,10,binary,0.5000,9.3312,0.2690,8.8088,0.2023,0.0000,2.4320,<0.0001,5.5600,0.4964,4.9600,0.0980,0.0000,1.6771,<0.0001
HM,64,10,binary,0.6000,9.2246,0.2751,8.7473,0.2104,0.0000,2.1453,<0.0001,5.4800,0.4996,4.9640,0.0866,0.0000,1.4392,<0.0001
HM,64,10,binary,0.7000,9.1546,0.2558,8.6923,0.2095,0.0000,2.1216,<0.0001,5.5800,0.4936,4.9720,0.0694,0.0000,1.7252,<0.0001
HM,64,10,binary,0.8000,9.0648,0.2683,8.6197,0.2056,0.0000,2.0480,<0.0001,5.4800,0.4996,4.9600,0.0800,0.0000,1.4534,<0.0001
HM,64,10,binary,0.9000,9.0188,0.2619,8.5603,0.2029,0.0000,2.1437,<0.0001,5.5200,0.4996,4.9440,0.1061,0.0000,1.5949,<0.0001
HM,64,10,binary,1.0000,8.9025,0.2532,8.4898,0.2027,0.0000,1.9473,<0.0001,5.2000,0.4000,4.9320,0.1028,0.0000,0.9177,<0.0001
HM,64,10,random_narrow,0.0000,9.8311,0.2768,9.5410,0.2292,0.0000,1.2204,<0.0001,5.3200,0.4665,5.0200,0.1000,0.0000,0.8893,<0.0001
HM,64,10,random_narrow,0.1000,9.8483,0.2607,9.5117,0.2292,0.0000,1.4341,<0.0001,5.3400,0.4737,5.0200,0.1149,0.0000,0.9284,<0.0001
HM,64,10,random_narrow,0.2000,9.8589,0.2505,9.4736,0.2366,0.0000,1.6124,<0.0001,5.4200,0.5325,5.0360,0.1109,0.0000,0.9983,<0.0001
HM,64,10,random_narrow,0.3000,9.8862,0.2736,9.3904,0.2296,0.0000,2.0876,<0.0001,5.5200,0.4996,4.9960,0.1166,0.0000,1.4445,<0.0001
HM,64,10,random_narrow,0.4000,9.8924,0.2729,9.3487,0.2332,0.0000,2.2629,<0.0001,5.7400,0.4386,5.0160,0.1046,0.0000,2.2706,<0.0001
HM,64,10,random_narrow,0.5000,9.8844,0.3141,9.2989,0.2252,0.0000,2.4168,<0.0001,5.7400,0.4386,4.9960,0.0747,0.0000,2.3647,<0.0001
HM,64,10,random_narrow,0.6000,9.8450,0.3234,9.2362,0.2344,0.0000,2.4221,<0.0001,5.7600,0.4271,4.9920,0.0688,0.0000,2.5107,<0.0001
HM,64,10,random_narrow,0.7000,9.7991,0.3320,9.1811,0.2420,0.0000,2.3850,<0.0001,5.6600,0.4737,4.9720,0.0801,0.0000,2.0252,<0.0001
