network,n_nodes,out_degree,weight_regime,reciprocity,mc_struct_mean,mc_struct_std,mc_null_random_mean,mc_null_random_std,mc_p_value,mc_cohens_d,mc_p_fmt,kr_struct_mean,kr_struct_std,kr_null_random_mean,kr_null_random_std,kr_p_value,kr_cohens_d,kr_p_fmt
HM,1024,10,binary,0.4000,9.7012,0.0863,10.1004,0.0702,0.0000,-5.4575,<0.0001,7.0000,0.0000,5.0000,0.0000,0.0000,,<0.0001
HM,1024,10,binary,0.5000,9.4356,0.0645,9.8593,0.0791,0.0000,-5.5118,<0.0001,7.7667,0.4302,5.0000,0.0000,0.0000,9.0953,<0.0001
HM,1024,10,binary,0.6000,9.3052,0.0676,9.5939,0.0892,0.0000,-3.3572,<0.0001,7.7000,0.4661,5.0000,0.0000,0.0000,8.1923,<0.0001
HM,1024,10,binary,0.7000,9.1537,0.0762,9.3153,0.0901,0.0000,-1.8375,<0.0001,7.3667,0.4901,5.0000,0.0000,0.0000,6.8287,<0.0001
HM,1024,10,binary,0.8000,8.9819,0.0814,9.0615,0.0760,0.0000,-1.0352,<0.0001,7.2667,0.4498,5.0000,0.0000,0.0000,7.1270,<0.0001
HM,1024,10,binary,0.9000,8.7938,0.0842,8.8333,0.0702,0.0000,-0.5435,<0.0001,7.2000,0.4068,5.0000,0.0000,0.0000,7.6474,<0.0001
HM,1024,10,binary,1.0000,8.7180,0.0811,8.6172,0.0757,0.0000,1.3149,<0.0001,7.0333,0.1826,5.0000,0.0000,0.0000,15.7501,<0.0001
HM,1024,10,random_narrow,0.0000,10.4665,0.0928,10.5516,0.0769,0.0000,-1.0308,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
HM,1024,10,random_narrow,0.1000,10.3116,0.1238,10.4633,0.0862,0.0000,-1.5130,<0.0001,6.2000,0.4068,6.0000,0.0000,0.0117,0.6952,<0.05
HM,1024,10,random_narrow,0.2000,10.0446,0.1412,10.2446,0.1149,0.0000,-1.6095,<0.0001,6.7667,0.4302,6.0000,0.0000,0.0000,2.5204,<0.0001
HM,1024,10,random_narrow,0.3000,9.7736,0.0664,9.9083,0.1322,0.0000,-1.1753,<0.0001,7.0000,0.0000,6.0000,0.0000,0.0000,,<0.0001
HM,1024,10,random_narrow,0.4000,9.5769,0.0662,9.5525,0.0837,0.0001,0.3109,<0.0001,7.1333,0.3457,6.0000,0.0000,0.0000,4.6357,<0.0001
HM,1024,10,random_narrow,0.5000,9.2785,0.1116,9.2949,0.0869,0.0273,-0.1716,<0.05,7.8333,0.3790,6.0000,0.0000,0.0000,6.8401,<0.0001
HM,1024,10,random_narrow,0.6000,9.0001,0.1329,8.9807,0.1174,0.0418,0.1582,<0.05,7.7667,0.4302,5.9833,0.0913,0.0000,5.7349,<0.0001
HM,1024,10,random_narrow,0.7000,8.7005,0.1284,8.6921,0.0887,0.2962,0.0811,0.296,7.7667,0.4302,6.0000,0.0000,0.0000,5.8079,<0.0001
HM,1024,10,random_narrow,0.8000,8.4588,0.0765,8.5031,0.0608,0.0000,-0.6667,<0.0001,7.7000,0.4661,5.9333,0.1729,0.0000,5.0259,<0.0001
HM,1024,10,random_narrow,0.9000,8.2303,0.0954,8.3197,0.0775,0.0000,-1.0658,<0.0001,7.4667,0.5074,5.8500,0.2330,0.0000,4.0946,<0.0001
HM,1024,10,random_narrow,1.0000,8.0334,0.1098,8.0920,0.1017,0.0000,-0.5612,<0.0001,7.1667,0.4611,5.6333,0.2916,0.0000,3.9743,<0.0001
HM,1024,10,random_broad,0.0000,17.9046,1.8916,19.0656,1.0876,0.0000,-0.8250,<0.0001,22.6000,3.7747,23.6667,2.8897,0.2244,-0.3173,0.224
HM,1024,10,random_broad,0.1000,15.5559,2.3918,16.7757,3.3841,0.0000,-0.3948,<0.0001,17.1000,5.1685,19.6333,4.2140,0.0421,-0.5372,<0.05
HM,1024,10,random_broad,0.2000,14.5351,2.7781,15.8013,3.1603,0.0000,-0.4167,<0.0001,14.0667,5.1924,17.3000,4.4501,0.0122,-0.6687,<0.05
HM,1024,10,random_broad,0.3000,13.7904,2.5173,14.9617,3.2217,0.0000,-0.3897,<0.0001,13.8000,4.6342,16.6833,4.1533,0.0139,-0.6553,<0.05
HM,1024,10,random_broad,0.4000,13.2977,2.0709,14.0987,2.5716,0.0000,-0.3315,<0.0001,12.9667,3.6998,14.3667,3.9325,0.1609,-0.3667,0.161
HM,1024,10,random_broad,0.5000,12.4197,1.9106,12.9025,2.7756,0.0138,-0.1915,<0.05,10.7667,2.8610,11.9833,3.1907,0.1255,-0.4015,0.125
HM,1024,10,random_broad,0.6000,11.9532,1.7908,12.3673,2.5882,0.0236,-0.1760,<0.05,10.3000,2.8786,12.0500,2.9895,0.0245,-0.5963,<0.05
HM,1024,10,random_broad,0.7000,11.6828,2.3130,11.9564,2.2922,0.1253,-0.1190,0.125,10.0000,2.9243,12.7833,3.5469,0.0016,-0.8563,<0.01
HM,1024,10,random_broad,0.8000,10.9935,1.8501,11.5393,1.8976,0.0002,-0.2900,<0.001,10.2333,3.9012,11.1333,3.7346,0.3652,-0.2357,0.365
HM,1024,10,random_broad,0.9000,11.3072,1.7053,11.1392,1.8105,0.2229,0.0946,0.223,9.8000,2.7965,10.1000,1.9888,0.6341,-0.1236,0.634
HM,1024,10,random_broad,1.0000,11.4356,1.4160,10.7666,1.7029,0.0000,0.4148,<0.0001,11.3667,3.9522,10.3333,2.4295,0.2284,0.3150,0.228
HM,1024,10,adjusted_narrow,0.0000,11.1287,0.0979,10.9849,0.1018,0.0000,1.4302,<0.0001,6.0000,0.0000,6.0000,0.0000,,,NaN
HM,1024,10,adjusted_narrow,0.1000,10.9032,0.1129,10.8856,0.1036,0.0339,0.1648,<0.05,6.4333,0.5040,6.0000,0.0000,0.0001,1.2159,<0.0001
HM,1024,10,adjusted_narrow,0.2000,10.6047,0.0840,10.6907,0.0903,0.0000,-0.9752,<0.0001,6.9000,0.3051,6.0000,0.0000,0.0000,4.1713,<0.0001
HM,1024,10,adjusted_narrow,0.3000,10.3493,0.0765,10.4518,0.0636,0.0000,-1.5035,<0.0001,7.0000,0.0000,6.0000,0.0000,0.0000,,<0.0001
HM,1024,10,adjusted_narrow,0.4000,9.9938,0.0997,10.1873,0.0648,0.0000,-2.4753,<0.0001,7.1000,0.3051,6.0000,0.0000,0.0000,5.0983,<0.0001
HM,1024,10,adjusted_narrow,0.5000,9.6104,0.0959,9.9120,0.0690,0.0000,-3.8190,<0.0001,7.7667,0.4302,5.9833,0.0913,0.0000,5.7349,<0.0001
HM,1024,10,adjusted_narrow,0.6000,9.4409,0.0857,9.6247,0.0782,0.0000,-2.2757,<0.0001,7.6667,0.4795,5.9667,0.1269,0.0000,4.8475,<0.0001
HM,1024,10,adjusted_narrow,0.7000,9.2616,0.0693,9.3335,0.0884,0.0000,-0.8718,<0.0001,7.5333,0.5074,5.9333,0.1729,0.0000,4.2211,<0.0001
HM,1024,10,adjusted_narrow,0.8000,9.0801,0.0694,9.0916,0.0757,0.0450,-0.1558,<0.05,7.4000,0.6215,5.6667,0.3556,0.0000,3.4236,<0.0001
HM,1024,10,adjusted_narrow,0.9000,8.8958,0.0714,8.8895,0.0729,0.2591,0.0876,0.259,7.3000,0.5350,5.7500,0.3149,0.0000,3.5312,<0.0001
HM,1024,10,adjusted_narrow,1.0000,8.9120,0.0832,8.9137,0.0695,0.7789,-0.0218,0.779,7.2000,0.4068,6.0000,0.0000,0.0000,4.1713,<0.0001
HM,1024,10,adjusted_broad,0.0000,19.8584,2.0687,21.1451,1.2004,0.0000,-0.8330,<0.0001,22.2667,4.3544,23.4333,2.6901,0.2179,-0.3224,0.218
HM,1024,10,adjusted_broad,0.1000,11.3412,2.2534,11.5805,2.6550,0.2227,-0.0947,0.223,8.9333,2.6773,9.4000,2.0017,0.4478,-0.1974,0.448
HM,1024,10,adjusted_broad,0.2000,10.3380,1.5968,10.3909,1.7823,0.6923,-0.0307,0.692,7.7667,2.2079,8.0000,1.3261,0.6220,-0.1281,0.622
HM,1024,10,adjusted_broad,0.3000,9.7408,1.3883,9.8178,1.4366,0.4849,-0.0542,0.485,7.2667,1.4840,7.9167,1.3524,0.0815,-0.4578,0.081
HM,1024,10,adjusted_broad,0.4000,9.5167,1.1357,9.3822,0.9449,0.0871,0.1329,0.087,7.3333,1.2685,7.5500,1.1988,0.4993,-0.1756,0.499
HM,1024,10,adjusted_broad,0.5000,9.2125,1.0340,8.8994,1.0728,0.0002,0.2954,<0.001,7.1667,1.0854,6.9167,0.9567,0.3479,0.2444,0.348
HM,1024,10,adjusted_broad,0.6000,8.6995,0.8001,8.6103,0.8918,0.1826,0.1035,0.183,6.7333,1.3629,6.8500,0.8320,0.6908,-0.1033,0.691
HM,1024,10,adjusted_broad,0.7000,8.3548,0.9723,8.5160,0.7602,0.0132,-0.1926,<0.05,6.4000,1.4044,7.1333,0.8802,0.0191,-0.6257,<0.05
HM,1024,10,adjusted_broad,0.8000,8.0505,0.6855,8.3498,0.6744,0.0000,-0.4414,<0.0001,6.3000,1.2635,6.5667,0.8380,0.3400,-0.2487,0.340
HM,1024,10,adjusted_broad,0.9000,8.1034,0.5983,8.1527,0.6505,0.3163,-0.0778,0.316,6.4667,1.3578,6.3000,0.9248,0.5809,0.1435,0.581
HM,1024,10,adjusted_broad,1.0000,7.2217,0.9300,6.9189,1.1272,0.0003,0.2841,<0.001,5.4667,1.0743,5.1333,0.8298,0.1842,0.3473,0.184
HCP,64,6,binary,0.0000,10.5194,0.2922,11.0361,0.2646,0.0000,-1.9176,<0.0001,5.8800,0.3250,5.9560,0.1080,0.1235,-0.3139,0.124
HCP,64,6,binary,0.1000,10.2714,0.2995,10.9749,0.2758,0.0000,-2.5137,<0.0001,5.7200,0.4490,5.9560,0.0920,0.0005,-0.7282,<0.001
HCP,64,6,binary,0.2000,10.1282,0.3109,10.8341,0.2724,0.0000,-2.5289,<0.0001,5.5600,0.5352,5.9280,0.1184,0.0000,-0.9495,<0.0001
HCP,64,6,binary,0.3000,10.0355,0.2981,10.7428,0.2838,0.0000,-2.4715,<0.0001,5.5800,0.5325,5.9320,0.1363,0.0000,-0.9056,<0.0001
HCP,64,6,binary,0.4000,9.8868,0.3101,10.6102,0.2773,0.0000,-2.5559,<0.0001,5.4000,0.5292,5.8960,0.1280,0.0000,-1.2885,<0.0001
HCP,64,6,binary,0.5000,9.8000,0.2618,10.4949,0.2830,0.0000,-2.4858,<0.0001,5.2600,0.4386,5.8640,0.1572,0.0000,-1.8332,<0.0001
HCP,64,6,binary,0.6000,9.7655,0.3274,10.3703,0.2804,0.0000,-2.0944,<0.0001,5.2600,0.4386,5.8040,0.1854,0.0000,-1.6155,<0.0001
HCP,64,6,binary,0.7000,9.5725,0.3141,10.2644,0.2763,0.0000,-2.4454,<0.0001,5.2800,0.4490,5.7560,0.1802,0.0000,-1.3914,<0.0001
HCP,64,6,binary,0.8000,9.5176,0.3052,10.1456,0.2753,0.0000,-2.2390,<0.0001,5.1600,0.4176,5.7080,0.1707,0.0000,-1.7178,<0.0001
HCP,64,6,binary,0.9000,9.4387,0.3334,10.0179,0.2752,0.0000,-2.0271,<0.0001,5.1200,0.3250,5.6280,0.2191,0.0000,-1.8330,<0.0001
HCP,64,6,binary,1.0000,9.4075,0.2996,9.8889,0.2725,0.0000,-1.7367,<0.0001,5.0800,0.2713,5.5680,0.2379,0.0000,-1.9128,<0.0001
HCP,64,6,random_narrow,0.0000,11.0368,0.3460,11.6571,0.3160,0.0000,-1.9310,<0.0001,6.0400,0.2800,6.2000,0.1876,0.0013,-0.6713,<0.01
HCP,64,6,random_narrow,0.1000,10.8612,0.3302,11.5855,0.3058,0.0000,-2.3362,<0.0001,5.9400,0.2375,6.1840,0.1689,0.0000,-1.1840,<0.0001
HCP,64,6,random_narrow,0.2000,10.7536,0.3622,11.4352,0.3280,0.0000,-2.0411,<0.0001,5.9000,0.3000,6.1080,0.1610,0.0000,-0.8639,<0.0001
HCP,64,6,random_narrow,0.3000,10.5288,0.3154,11.3526,0.3321,0.0000,-2.5009,<0.0001,5.8400,0.3666,6.0840,0.1604,0.0000,-0.8623,<0.0001
HCP,64,6,random_narrow,0.4000,10.4094,0.3987,11.2216,0.3337,0.0000,-2.3521,<0.0001,5.8200,0.3842,6.0280,0.1600,0.0007,-0.7068,<0.001
HCP,64,6,random_narrow,0.5000,10.3308,0.3485,11.1047,0.3337,0.0000,-2.3019,<0.0001,5.8200,0.3842,6.0240,0.1176,0.0006,-0.7181,<0.001
HCP,64,6,random_narrow,0.6000,10.2568,0.3637,10.9646,0.3477,0.0000,-2.0199,<0.0001,5.7800,0.4142,5.9680,0.0926,0.0025,-0.6264,<0.01
HCP,64,6,random_narrow,0.7000,10.1615,0.3464,10.8661,0.3345,0.0000,-2.0936,<0.0001,5.6800,0.4665,5.9760,0.1031,0.0000,-0.8762,<0.0001
HCP,64,6,random_narrow,0.8000,9.9854,0.3639,10.7608,0.3309,0.0000,-2.3037,<0.0001,5.4800,0.4996,5.9440,0.1134,0.0000,-1.2808,<0.0001
HCP,64,6,random_narrow,0.9000,9.9192,0.3584,10.6258,0.3345,0.0000,-2.0867,<0.0001,5.4800,0.5381,5.9080,0.1454,0.0000,-1.0858,<0.0001
HCP,64,6,random_narrow,1.0000,9.9554,0.3793,10.4848,0.3338,0.0000,-1.5489,<0.0001,5.5800,0.4936,5.8960,0.1216,0.0000,-0.8792,<0.0001
HCP,64,6,random_broad,0.0000,14.5166,1.1298,15.1207,1.3428,0.0000,-0.4612,<0.0001,11.0400,1.4827,11.4000,0.6248,0.1205,-0.3164,0.121
HCP,64,6,random_broad,0.1000,14.1631,1.3009,14.7247,1.6043,0.0000,-0.3604,<0.0001,10.5000,1.2845,10.8880,0.6683,0.0637,-0.3790,0.064
HCP,64,6,random_broad,0.2000,13.8788,1.6761,14.4452,1.9052,0.0000,-0.3031,<0.0001,10.3000,1.6523,10.5000,0.7432,0.4415,-0.1561,0.442
HCP,64,6,random_broad,0.3000,13.1510,1.5406,13.9939,1.8573,0.0000,-0.4660,<0.0001,9.5000,1.7464,10.1560,0.7136,0.0167,-0.4917,<0.05
HCP,64,6,random_broad,0.4000,13.2915,1.3371,13.5912,1.8124,0.0132,-0.1720,<0.05,9.4000,1.2961,9.9440,0.7398,0.0123,-0.5155,<0.05
HCP,64,6,random_broad,0.5000,12.6410,1.9906,13.5555,1.8729,0.0000,-0.4831,<0.0001,8.9000,1.7349,9.7560,0.8259,0.0024,-0.6300,<0.01
HCP,64,6,random_broad,0.6000,12.7102,1.3627,13.3321,1.6865,0.0000,-0.3799,<0.0001,8.9400,1.1901,9.5080,0.8141,0.0069,-0.5571,<0.01
HCP,64,6,random_broad,0.7000,12.5160,1.4882,12.9014,1.8655,0.0021,-0.2132,<0.01,8.9000,1.3454,9.1160,0.7580,0.3299,-0.1978,0.330
HCP,64,6,random_broad,0.8000,12.6010,1.4137,12.7796,1.8709,0.1533,-0.0990,0.153,8.7600,1.4500,9.1160,0.8021,0.1358,-0.3038,0.136
HCP,64,6,random_broad,0.9000,12.4040,1.5112,12.6181,1.6735,0.0610,-0.1300,0.061,8.7800,1.3006,8.9120,0.6999,0.5330,-0.1264,0.533
HCP,64,6,random_broad,1.0000,12.0114,1.6443,12.4895,1.7331,0.0001,-0.2782,<0.0001,8.4200,1.4845,8.7360,0.7853,0.1909,-0.2661,0.191
HCP,64,6,adjusted_narrow,0.0000,11.0618,0.3568,11.6648,0.3088,0.0000,-1.9003,<0.0001,6.0400,0.2800,6.2000,0.1876,0.0013,-0.6713,<0.01
HCP,64,6,adjusted_narrow,0.1000,10.7992,0.3359,11.5704,0.3139,0.0000,-2.4281,<0.0001,5.9400,0.2375,6.1600,0.1744,0.0000,-1.0560,<0.0001
HCP,64,6,adjusted_narrow,0.2000,10.6882,0.3720,11.3918,0.3262,0.0000,-2.1048,<0.0001,5.8600,0.3470,6.0840,0.1501,0.0001,-0.8379,<0.0001
HCP,64,6,adjusted_narrow,0.3000,10.4565,0.3623,11.2869,0.3263,0.0000,-2.4971,<0.0001,5.8200,0.3842,6.0840,0.1501,0.0000,-0.9051,<0.0001
HCP,64,6,adjusted_narrow,0.4000,10.3382,0.3938,11.1281,0.3326,0.0000,-2.2990,<0.0001,5.7200,0.4490,6.0200,0.1400,0.0000,-0.9021,<0.0001
HCP,64,6,adjusted_narrow,0.5000,10.2265,0.3034,10.9708,0.3406,0.0000,-2.2234,<0.0001,5.7600,0.4271,5.9720,0.1386,0.0013,-0.6677,<0.01
HCP,64,6,adjusted_narrow,0.6000,10.1870,0.3498,10.8175,0.3307,0.0000,-1.8881,<0.0001,5.6400,0.4800,5.9480,0.1044,0.0000,-0.8867,<0.0001
HCP,64,6,adjusted_narrow,0.7000,10.0438,0.3480,10.7177,0.3395,0.0000,-1.9767,<0.0001,5.6600,0.4737,5.9600,0.1131,0.0000,-0.8711,<0.0001
HCP,64,6,adjusted_narrow,0.8000,9.9241,0.3722,10.6013,0.3415,0.0000,-1.9528,<0.0001,5.4400,0.5352,5.9120,0.1608,0.0000,-1.1945,<0.0001
HCP,64,6,adjusted_narrow,0.9000,9.8475,0.3719,10.4864,0.3388,0.0000,-1.8545,<0.0001,5.4000,0.4899,5.8760,0.1594,0.0000,-1.3066,<0.0001
HCP,64,6,adjusted_narrow,1.0000,10.1315,0.4034,10.6060,0.3666,0.0000,-1.2723,<0.0001,5.7400,0.4386,5.9400,0.1281,0.0028,-0.6190,<0.01
HCP,64,6,adjusted_broad,0.0000,14.5288,1.1552,15.1393,1.3560,0.0000,-0.4608,<0.0001,11.0400,1.4827,11.4000,0.6248,0.1205,-0.3164,0.121
HCP,64,6,adjusted_broad,0.1000,13.2290,1.7965,13.4907,2.1761,0.0749,-0.1236,0.075,9.3000,1.7578,9.6000,0.7859,0.2781,-0.2203,0.278
HCP,64,6,adjusted_broad,0.2000,12.0775,1.8830,12.2705,2.2723,0.2085,-0.0872,0.208,8.6200,1.6839,8.4880,0.7748,0.6193,0.1007,0.619
HCP,64,6,adjusted_broad,0.3000,11.0991,1.7683,11.5726,2.1368,0.0010,-0.2276,<0.01,7.6400,1.5461,7.9800,0.6478,0.1588,-0.2868,0.159
HCP,64,6,adjusted_broad,0.4000,11.0130,1.5466,10.7689,1.8916,0.0557,0.1328,0.056,7.5000,1.4036,7.3360,0.6758,0.4629,0.1489,0.463
HCP,64,6,adjusted_broad,0.5000,9.9944,1.6691,10.7174,1.7477,0.0000,-0.4167,<0.0001,6.7200,1.2496,7.2480,0.6007,0.0090,-0.5385,<0.01
HCP,64,6,adjusted_broad,0.6000,10.5384,1.4919,10.4362,1.5525,0.3392,0.0663,0.339,6.9400,1.2068,6.9200,0.5499,0.9161,0.0213,0.916
HCP,64,6,adjusted_broad,0.7000,9.9035,1.4794,10.0002,1.5330,0.3599,-0.0635,0.360,6.5200,1.0438,6.6520,0.5540,0.4362,-0.1580,0.436
HCP,64,6,adjusted_broad,0.8000,9.8727,1.3452,9.7368,1.7262,0.2404,0.0814,0.240,6.4400,0.9415,6.4360,0.5792,0.9798,0.0051,0.980
HCP,64,6,adjusted_broad,0.9000,9.5169,1.4763,9.4065,1.6220,0.3196,0.0690,0.320,6.3000,1.1358,6.2320,0.4584,0.6984,0.0785,0.698
HCP,64,6,adjusted_broad,1.0000,8.7222,1.9688,8.6144,1.7459,0.3839,0.0604,0.384,5.8200,1.2440,5.7400,0.5235,0.6791,0.0838,0.679
HCP,64,10,binary,0.0000,8.9056,0.2177,9.0412,0.2105,0.0000,-0.6403,<0.0001,4.9400,0.2375,4.9800,0.0600,0.2558,-0.2309,0.256
HCP,64,10,binary,0.1000,8.7830,0.2134,9.0215,0.2011,0.0000,-1.1735,<0.0001,4.9800,0.1400,4.9840,0.0543,0.8525,-0.0377,0.852
HCP,64,10,binary,0.2000,8.6950,0.2180,8.9683,0.2059,0.0000,-1.3146,<0.0001,4.9600,0.1960,4.9840,0.0543,0.4107,-0.1669,0.411
HCP,64,10,binary,0.3000,8.6876,0.2170,8.9162,0.2012,0.0000,-1.1208,<0.0001,4.9800,0.1400,4.9600,0.0894,0.4014,0.1703,0.401
HCP,64,10,binary,0.4000,8.5833,0.2196,8.8731,0.2099,0.0000,-1.3698,<0.0001,4.9200,0.2713,4.9600,0.0894,0.3294,-0.1980,0.329
HCP,64,10,binary,0.5000,8.5214,0.2184,8.8209,0.2059,0.0000,-1.4397,<0.0001,4.9400,0.2375,4.9720,0.0801,0.3736,-0.1806,0.374
HCP,64,10,binary,0.6000,8.4988,0.2361,8.7488,0.2072,0.0000,-1.1780,<0.0001,4.8600,0.3470,4.9680,0.0733,0.0355,-0.4307,<0.05
HCP,64,10,binary,0.7000,8.4498,0.2021,8.6730,0.1979,0.0000,-1.1237,<0.0001,4.8800,0.3250,4.9720,0.0801,0.0572,-0.3887,0.057
HCP,64,10,binary,0.8000,8.3984,0.2374,8.6250,0.2127,0.0000,-1.0443,<0.0001,4.9000,0.3000,4.9400,0.1077,0.3819,-0.1775,0.382
HCP,64,10,binary,0.9000,8.3477,0.1911,8.5609,0.2105,0.0000,-1.0280,<0.0001,4.8200,0.3842,4.9400,0.1077,0.0378,-0.4253,<0.05
HCP,64,10,binary,1.0000,8.3194,0.1849,8.4890,0.2115,0.0000,-0.8186,<0.0001,4.8600,0.3470,4.9360,0.1015,0.1444,-0.2973,0.144
HCP,64,10,random_narrow,0.0000,9.3762,0.2375,9.5391,0.2383,0.0000,-0.6838,<0.0001,5.0000,0.2000,5.0520,0.0964,0.1043,-0.3312,0.104
HCP,64,10,random_narrow,0.1000,9.2694,0.2639,9.5145,0.2337,0.0000,-1.0260,<0.0001,4.9400,0.2375,5.0520,0.0964,0.0029,-0.6180,<0.01
HCP,64,10,random_narrow,0.2000,9.1666,0.2169,9.4461,0.2355,0.0000,-1.2021,<0.0001,4.9800,0.2441,5.0160,0.0967,0.3395,-0.1939,0.340
HCP,64,10,random_narrow,0.3000,9.1850,0.2445,9.4015,0.2377,0.0000,-0.9061,<0.0001,5.0000,0.2000,5.0120,0.1013,0.7087,-0.0757,0.709
HCP,64,10,random_narrow,0.4000,9.0669,0.2585,9.3565,0.2301,0.0000,-1.2322,<0.0001,4.9800,0.1400,4.9840,0.0967,0.8696,-0.0333,0.870
HCP,64,10,random_narrow,0.5000,8.9785,0.2324,9.2929,0.2311,0.0000,-1.3590,<0.0001,5.0000,0.0000,5.0080,0.0560,0.3222,-0.1429,0.322
HCP,64,10,random_narrow,0.6000,8.9754,0.2461,9.2295,0.2352,0.0000,-1.0721,<0.0001,5.0000,0.0000,4.9680,0.0926,0.0193,0.3455,<0.05
HCP,64,10,random_narrow,0.7000,8.9069,0.2568,9.1821,0.2416,0.0000,-1.1267,<0.0001,4.9600,0.1960,4.9760,0.0763,0.5955,-0.1076,0.596
HCP,64,10,random_narrow,0.8000,8.8495,0.2480,9.1084,0.2325,0.0000,-1.1012,<0.0001,5.0000,0.0000,4.9520,0.1100,0.0036,0.4364,<0.01
HCP,64,10,random_narrow,0.9000,8.8128,0.2398,9.0532,0.2505,0.0000,-0.9666,<0.0001,5.0000,0.0000,4.9880,0.0739,0.2610,0.1625,0.261
HCP,64,10,random_narrow,1.0000,8.7957,0.2446,8.9930,0.2477,0.0000,-0.7985,<0.0001,4.9600,0.1960,4.9680,0.0733,0.7895,-0.0541,0.790
HCP,64,10,random_broad,0.0000,13.8428,1.0627,14.0870,0.9707,0.0004,-0.2475,<0.001,9.3800,0.8693,9.6240,0.4013,0.0775,-0.3604,0.078
HCP,64,10,random_broad,0.1000,13.7470,1.0616,13.8911,1.1430,0.0660,-0.1276,0.066,9.4400,0.9415,9.4040,0.4858,0.8125,0.0481,0.812
HCP,64,10,random_broad,0.2000,13.3702,0.8939,13.8579,1.1637,0.0000,-0.4341,<0.0001,8.9200,0.8207,9.3120,0.5094,0.0055,-0.5739,<0.01
HCP,64,10,random_broad,0.3000,13.3579,1.0093,13.6009,1.1764,0.0024,-0.2112,<0.01,8.9000,0.9644,9.1880,0.5691,0.0749,-0.3637,0.075
HCP,64,10,random_broad,0.4000,13.0253,1.3911,13.5532,1.1958,0.0000,-0.4290,<0.0001,8.9400,1.2555,9.1240,0.4646,0.3384,-0.1944,0.338
HCP,64,10,random_broad,0.5000,13.2106,0.8507,13.3315,1.2810,0.1531,-0.0991,0.153,8.9200,1.0361,8.9440,0.4801,0.8833,-0.0297,0.883
HCP,64,10,random_broad,0.6000,13.2788,1.0096,13.2601,1.0761,0.8000,0.0176,0.800,8.7800,0.9009,8.8640,0.4568,0.5618,-0.1176,0.562
HCP,64,10,random_broad,0.7000,12.8580,1.2967,13.1341,1.3429,0.0029,-0.2068,<0.01,8.8000,1.1136,8.8080,0.5851,0.9646,-0.0090,0.965
HCP,64,10,random_broad,0.8000,12.4111,1.1458,12.9589,1.2223,0.0000,-0.4528,<0.0001,8.4200,1.2975,8.5880,0.4279,0.3915,-0.1739,0.391
HCP,64,10,random_broad,0.9000,12.6356,1.0191,12.7960,1.2624,0.0592,-0.1309,0.059,8.4400,0.8285,8.5240,0.4646,0.5373,-0.1251,0.537
HCP,64,10,random_broad,1.0000,12.5353,1.2355,12.7102,1.3667,0.0611,-0.1299,0.061,8.2200,1.1712,8.4640,0.4922,0.1819,-0.2716,0.182
HCP,64,10,adjusted_narrow,0.0000,9.4050,0.2332,9.5486,0.2415,0.0000,-0.5980,<0.0001,5.0000,0.2000,5.0520,0.0964,0.1043,-0.3312,0.104
HCP,64,10,adjusted_narrow,0.1000,9.2508,0.2422,9.5018,0.2317,0.0000,-1.0752,<0.0001,4.9800,0.2441,5.0480,0.1024,0.0753,-0.3632,0.075
HCP,64,10,adjusted_narrow,0.2000,9.1286,0.2335,9.4441,0.2384,0.0000,-1.3283,<0.0001,5.0200,0.1400,5.0200,0.0917,1.0000,0.0000,1.000
HCP,64,10,adjusted_narrow,0.3000,9.1377,0.2442,9.3664,0.2340,0.0000,-0.9705,<0.0001,5.0000,0.0000,5.0200,0.1000,0.1678,-0.2000,0.168
HCP,64,10,adjusted_narrow,0.4000,8.9798,0.2379,9.3057,0.2354,0.0000,-1.3818,<0.0001,4.9600,0.1960,4.9720,0.0895,0.6975,-0.0788,0.697
HCP,64,10,adjusted_narrow,0.5000,8.9356,0.2438,9.2435,0.2371,0.0000,-1.2923,<0.0001,4.9800,0.1400,4.9960,0.0488,0.4518,-0.1526,0.452
HCP,64,10,adjusted_narrow,0.6000,8.9212,0.2511,9.1602,0.2416,0.0000,-0.9826,<0.0001,5.0000,0.0000,4.9880,0.0621,0.1824,0.1932,0.182
HCP,64,10,adjusted_narrow,0.7000,8.8359,0.2585,9.0893,0.2423,0.0000,-1.0339,<0.0001,5.0000,0.0000,4.9800,0.0600,0.0238,0.3333,<0.05
HCP,64,10,adjusted_narrow,0.8000,8.7709,0.2686,9.0131,0.2399,0.0000,-0.9888,<0.0001,4.9400,0.2375,4.9760,0.0862,0.3210,-0.2015,0.321
HCP,64,10,adjusted_narrow,0.9000,8.7590,0.2643,8.9536,0.2322,0.0000,-0.8182,<0.0001,4.9800,0.1400,4.9640,0.0768,0.4848,0.1417,0.485
HCP,64,10,adjusted_narrow,1.0000,8.9570,0.2487,9.1525,0.2838,0.0000,-0.7025,<0.0001,4.9800,0.1400,4.9880,0.0840,0.7323,-0.0693,0.732
HCP,64,10,adjusted_broad,0.0000,13.8903,1.0368,14.0920,0.9630,0.0029,-0.2067,<0.01,9.3800,0.8693,9.6240,0.4013,0.0775,-0.3604,0.078
HCP,64,10,adjusted_broad,0.1000,13.1262,1.3623,13.2587,1.6399,0.2317,-0.0829,0.232,8.7200,1.2335,8.8800,0.5960,0.4156,-0.1652,0.416
